Molecule	Name
Brc1ccccc1OCCCOc1cccc2cccnc12	CHEMBL1456981
Brc1ccsc1C(=O)N1CCOCC1	CHEMBL3454633
Brc1sc(Br)c2C(=O)[C@@H]3NC(=S)O[C@@H]3c12	CHEMBL1998718
C#CCn1c2ccccc2c2nc3ccccc3nc12	CHEMBL1430589
C(=C/c1cccs1)\c1noc(\C=C\c2cccs2)n1	CHEMBL280174
C(C1CCCN1Cc1nc(no1)-c1cccnc1)n1cccn1	CHEMBL3491611
C(CCCOc1ccc(cc1)C1=NCCCN1)CCOc1ccc(cc1)C1=NCCCN1	CHEMBL3765671
C(CCOc1ccccc1)CCOc1cccc(c1)-c1cc2cc(ccc2o1)C1=NCCN1	CHEMBL562399
C(CCc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1	CHEMBL2153422
C(CN1CCC(Cc2ccccc2)CC1)CN1CCN(CC1)c1ccccc1	CHEMBL3775177
C(CN1CCN(CC1)c1cccc(n1)-c1cccc2cccnc12)N1CCCC1	CHEMBL588276
C(CN1CCc2ccccc2C1)Cc1ccccc1	CHEMBL145921
C(CNC1CCCC1)COc1cccc2[nH]ccc12	CHEMBL392392
C(CNc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)CN1CCOCC1	CHEMBL1394673
C(COCc1ccccc1)COc1ccc(cc1)[C@H]1CCNC[C@@H]1OCc1ccc2ccccc2c1	CHEMBL31466
C(COCc1ccccc1)OCC#CCN1CCC(Cc2ccccc2)CC1	CHEMBL1467305
C(Cc1ccccc1)N1CCN(CC1)c1ccncc1	CHEMBL1089654
C(Cc1ccccc1)c1nn2c(Cn3cnc4ccccc34)nnc2s1	CHEMBL1531944
C(Cc1ccncc1)c1ccncc1	CHEMBL70083
C(N1CC2CC(C1)CN(Cc1ccccc1)C2)c1ccccc1	CHEMBL3276450
C(N1CCC2(CC(CO2)c2cccnc2)CC1)c1cccnc1	CHEMBL3504381
C(N1CCCC(C1)Nc1ccc2[nH]ncc2c1)c1cccs1	CHEMBL373512
C(N1C[C@@H]2C(c3ccccc3)C3(CC2(C3)[C@H]1c1ccccc1)c1cccnc1)c1cccnc1	CHEMBL1332532
C(NCc1cccc2OCOc12)c1ccnc(c1)N1CCOCC1	CHEMBL3498092
C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1	CHEMBL165021
C(Nc1ccccc1)[C@H]1CCCNC1	CHEMBL254695
C(Nc1nc(nc2c3ccccc3oc12)-c1ccccc1)C1CCCO1	CHEMBL1618876
C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)[C@@H]1CCCO1	CHEMBL1726934
C(OCc1ccccc1)[C@H]1CC[C@@H](O1)c1c[nH]cn1	CHEMBL105803
C(OCc1cncc2CN(Cc3ccccn3)CCc12)C1CC1	CHEMBL3504387
C(O[C@@H]1CC[C@H]2[C@H]1OCCN2CC1CCOCC1)C1CCOCC1	CHEMBL3554152
C(O[C@H]1CO[C@]2(C1)CCCN(Cc1cccnc1)C2)c1ccccn1	CHEMBL3557404
C(Oc1cc([nH]c1\C=C1\C=CC(CC2CCCCC2)=N1)-c1ccc[nH]1)c1ccccc1	CHEMBL83084
C(Oc1cc2nncn2c2ccccc12)c1ccccc1	CHEMBL442822
C(Oc1ccccc1\C=N\Nc1nc(nc(n1)N1CCCC1)N1CCCC1)c1ccccc1	CHEMBL3209856
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccncc1)c1ccccn1	CHEMBL368905
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1cnccn1	CHEMBL300862
C(Sc1nc2ccccc2s1)c1cn(nn1)-c1cccnc1	CHEMBL1945141
C(Sc1nccs1)c1nc2ccccc2[nH]1	CHEMBL1586486
C(c1ccnc2ccccc12)[n+]1ccc2ccccc2c1	CHEMBL1527317
C(c1nnc2sc(nn12)-c1ccccc1)n1cnc2ccccc12	CHEMBL1533940
C1C2CNCC1c1cc3nccnc3cc21	CHEMBL2358534
C1CC(CCN1)Nc1ncnc2ccc(cc12)-c1cncs1	CHEMBL3426182
C1CC(CCN1)OC1c2ccccc2CCc2ccccc12	CHEMBL489015
C1CC2(CCN1)CC(c1ccccc1)c1ccccc1O2	CHEMBL493687
C1CCC(CC1)N1CCCC(C1)\C=C/c1ccccc1	CHEMBL39806
C1CCC(CC1)NC1CCCCC1	CHEMBL3276500
C1CCC(CC1)\N=c1/nc(-c2ccccc2)n(s1)-c1ccccc1	CHEMBL2027946
C1CCN(CC1)C1CCN(CC1)c1nc2ncc(cc2o1)-c1cnc2cnccn12	CHEMBL1958178
C1CN(CCN1)c1ccc(Nc2ncc3c(n2)n(C2CCOCC2)c2cnccc32)nc1	CHEMBL3698656
C1CN(C[C@H]1Oc1nccnc1C1CCOCC1)c1nc2ccccc2[nH]1	CHEMBL3669276
C1CN2C(=N1)c1ccccc1C=C2c1cccs1	CHEMBL80165
C1CN2C(CCC22CCCCC2)=N1	CHEMBL3303873
C1CN2C(N2C1)c1ccccc1	CHEMBL1400255
C1CN2CCC1N(CC2)c1nc2cnccc2o1	CHEMBL608144
C1CN=C(N1)c1ccc(cc1)-c1cc2cc(ccc2s1)C1=NCNC1	CHEMBL3251531
C1CN=C(NC2c3ccccc3Oc3ccccc23)S1	CHEMBL21142
C1Cc2[nH]c(nc2-c2nonc12)-c1ccccc1	CHEMBL1413209
C1Cc2sc(Nc3ccccc3)nc2-c2c[nH]nc12	CHEMBL1830701
C1NCc2sccc2C1c1ccccc1	CHEMBL15674
C1c2c[nH]nc2-c2ccc(cc12)-c1cn(nc1-c1ccncc1)-c1ccccc1	CHEMBL1780174
C=CCN1CCC23CCCCC2C1Cc1ccc(OCC2CC2)cc31	CHEMBL46879
C=CCN[C@@H]1CCc2ccccc2[C@@H]1CC=C	CHEMBL157755
C=CCOc1ccc(cc1)C(=O)Nc1ccccc1C(=O)NCc1cccnc1	CHEMBL1362745
CC#CCN(Cc1cc2ccccc2n1C)Cc1ccccc1	CHEMBL48556
CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1	CHEMBL3184602
CC(=C)CNC(=O)Oc1ccccc1	CHEMBL1632552
CC(=C)CSc1cc(C)c(C#N)c2nc3ccccc3n12	CHEMBL1586047
CC(=C)[C@@H]1CC[C@@]2(CC[C@@]3(C)C(CC[C@@H]4[C@@]5(C)CC\C(=N/O)C(C)(C)C5CC[C@@]34C)C12)C(=O)NN	CHEMBL2068939
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](NC(=O)c6cnc(C)cn6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O	CHEMBL3417445
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=S	CHEMBL1080077
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(=C)CNC1CCCC1	CHEMBL448707
CC(=C)\C=C\C(O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CCc4c(C)c(O)c(OC5OC(CO)C(O)C(O)C5O)cc4[C@@]3(C)C(=O)C[C@]12C	CHEMBL2079755
CC(=C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	CHEMBL3660803
CC(=N)C(\C#N)=C(\O)COC(=O)CC1CCCC1	CHEMBL3211906
CC(=N)N1CCC(CC1)Oc1ccc(cc1)N(Cc1nc2cc(ccc2n1CC(=O)NC1CCCCC1)C(N)=N)C(=O)c1ccc(cc1)C(O)=O	CHEMBL1188541
CC(=O)C(=NNc1nc2c([nH]1)n(C)c(=O)n(C)c2=O)C(C)=O	CHEMBL1504586
CC(=O)C(Sc1nnnn1-c1ccccc1)C(C)=O	CHEMBL1602625
CC(=O)C1=C(C)C(C)(NC1=O)OCCCO[N+]([O-])=O	CHEMBL126662
CC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccc2ccccc12	CHEMBL1534729
CC(=O)C1C(=O)N(C(=O)C1=O)c1ccc(Br)cc1	CHEMBL2009531
CC(=O)Cc1ccc2ccccc2n1	CHEMBL170968
CC(=O)Cn1c(CN2CCCC2)nc2ccccc2c1=O	CHEMBL1337852
CC(=O)N(CC#CCN1CCCC1)Cc1ccccc1	CHEMBL319665
CC(=O)N(CC(=O)C(=O)NNc1ccoc1)c1ccc(Cl)cc1	CHEMBL1991301
CC(=O)N(CC(O)=O)c1ccccc1	CHEMBL276168
CC(=O)N1CC(C1)C(=O)NCCc1ncc(C)s1	CHEMBL3447755
CC(=O)N1CCC(CC1)n1cc(Nc2ncc3CCc4nn(C)c(Cc5cccc(C)c5)c4-c3n2)cn1	CHEMBL3656678
CC(=O)N1CCC(C[C@@H]([C@@H](Cc2cccc(O)c2)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)C(=O)NO)CC1	CHEMBL281523
CC(=O)N1CCCC(C1)c1cnc(cn1)-c1c(C)nn(C)c1C	CHEMBL3450423
CC(=O)N1CCCC2(CN(Cc3ccc(F)cc3)CCO2)C1	CHEMBL3553707
CC(=O)N1CCN(CC1)c1ccc(Oc2nnnn2-c2ccccc2)cc1	CHEMBL1492403
CC(=O)N1CCN(CCCC2(CN(N=C2C(C)=O)c2cc(Cl)ccc2F)c2ccccc2)CC1	CHEMBL247414
CC(=O)N1CCN(C[C@@H]2CC[C@H](N(C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1	CHEMBL590551
CC(=O)N1CCOc2ccc(cc12)S(=O)(=O)NCC1CCC(CC1)C(=O)Nc1ncccc1C	CHEMBL1873069
CC(=O)N1CCc2c(C1)sc(NC(=O)c1cccnc1)c2C(=O)c1ccccc1Cl	CHEMBL291172
CC(=O)N1CCc2cc(ccc12)S(=O)(=O)CCC(=O)NCCc1ccc(Cl)cc1	CHEMBL1445240
CC(=O)N1N=C(CC1c1cc(Br)cc(Br)c1O)c1ccc(Cl)cc1	CHEMBL2148158
CC(=O)N1N=C(CC1c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL1173249
CC(=O)N1N=C(CC1c1ccccc1Cl)c1ccc(C)c(C)c1	CHEMBL1171638
CC(=O)NC(=O)c1ccc(o1)-c1ccc(Cl)cc1	CHEMBL1440501
CC(=O)NC(=O)c1nnn(Cc2ccccc2)c1NC(C)=O	CHEMBL1365097
CC(=O)NC(CC(=O)N(Cc1ccccc1)c1ccc(C)cc1)c1ccccc1	CHEMBL1728592
CC(=O)NC(Cc1ccccc1C)C(=O)NC1CCN(CC1)C(=O)NCc1ccccc1	CHEMBL1736116
CC(=O)NC1(CCN(CC1)C(=O)Nc1ccc(cc1)C#N)c1cccc(F)c1	CHEMBL1468589
CC(=O)NC1=CC(=O)c2ccc(nc2C1=O)-c1nc(cc2c3ccccc3[nH]c12)C(=O)N1CCCC1	CHEMBL597184
CC(=O)NC1C(O)CC(OCCCCCCC(=O)NCc2cccc3ccccc23)(OC1[C@H](O)[C@H](O)CO)C(O)=O	CHEMBL1160867
CC(=O)NC1CCN(CC1)c1ccnc(c1)C1CCNCC1	CHEMBL3552491
CC(=O)NCCC1CCCCN1S(=O)(=O)c1cccc(Cl)c1	CHEMBL3481257
CC(=O)NCCCN1c2ccccc2Sc2ccc(Cl)cc12	CHEMBL3612721
CC(=O)NCCNc1nc(nc2CCN(Cc3ccc(F)cc3)Cc12)-c1ccccn1	CHEMBL3745927
CC(=O)NCCOc1cc(Br)ccc1C(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O	CHEMBL3309676
CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CC(O)=O)c4c3)cc12	CHEMBL1095504
CC(=O)NCCc1cccc2ccc3OCC=Cc3c12	CHEMBL11356
CC(=O)NC[C@@H]1OC(=O)N2[C@H]1Cc1cc(ccc21)N1CCOCC1	CHEMBL280366
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCN(CC2)C(=O)C2CC(=NO2)c2ccco2)c(F)c1	CHEMBL1097953
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCN(CC2)c2nnc(Cl)c(C)c2C)c(F)c1	CHEMBL123949
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(OC[C@H](O)CNc2ccccn2)c(F)c1	CHEMBL3126268
CC(=O)NCc1nc2ccccc2c(=O)o1	CHEMBL145285
CC(=O)NS(=O)(=O)c1ccc(NC(=O)COc2ccc(cc2)C(=O)c2ccccc2)cc1	CHEMBL1349029
CC(=O)NS(=O)(=O)c1ccc2-c3ccc(cc3C(=O)c2c1)S(=O)(=O)NC(C)=O	CHEMBL1332725
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(O)=O	CHEMBL420741
CC(=O)N[C@@H]1[C@@H](NC(N)=N)C=C(O[C@@]1(C)[C@H](O)[C@H](O)CO)C(O)=O	CHEMBL2040588
CC(=O)N[C@@H]1[C@@H](NC(N)=N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)OCCCOC(=O)c1cc(N)ccc1O	CHEMBL2206409
CC(=O)N[C@H](Cc1ccccc1)C(O)=O	CHEMBL174089
CC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(c2)C(F)(F)F)CC1	CHEMBL2024506
CC(=O)N[C@H]1[C@@H](OC(=C[C@@H]1n1cc(nn1)C1CC1)C(O)=O)[C@H](O)[C@H](O)CO	CHEMBL384179
CC(=O)N[C@H]1[C@H](CNOCc2ccccc2)OC(=C[C@@H]1N=[N+]=[N-])C(O)=O	CHEMBL2325811
CC(=O)Nc1cc(=O)n(Cc2ccccc2)c(SCc2ccccc2)n1	CHEMBL3288543
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C1CC1	CHEMBL2409177
CC(=O)Nc1cc(cc(NCc2ccccc2)c1C(=O)c1ccccc1)C(O)=O	CHEMBL3276871
CC(=O)Nc1cc(ccn1)-c1c(nc(S\C=C/C(O)=O)n1CC1CCCCC1)-c1ccc(F)cc1	CHEMBL3394107
CC(=O)Nc1ccc(NC(=O)CS(=O)(=O)Cc2ccccc2)cc1	CHEMBL1373770
CC(=O)Nc1ccc(NC(=O)CSc2ccc(nn2)-c2ccc3OCOc3c2)cc1	CHEMBL1504392
CC(=O)Nc1ccc(NC(=O)c2ccc(cc2)N(CC=C)S(C)(=O)=O)cc1	CHEMBL1707603
CC(=O)Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1	CHEMBL122081
CC(=O)Nc1ccc(OCCF)cc1	CHEMBL1484522
CC(=O)Nc1ccc(Oc2cccc(CCNC[C@H](O)c3cccc(Cl)c3)c2)cc1C(O)=O	CHEMBL489200
CC(=O)Nc1ccc(\C=C\C(=O)c2ccc(cc2)C(C)(C)C)cc1	CHEMBL59224
CC(=O)Nc1ccc(cc1)C(=O)CSc1nc2cc(C)ccc2[nH]1	CHEMBL1303094
CC(=O)Nc1ccc(cc1)C(=O)N1CCOc2nc(C)ccc12	CHEMBL3464334
CC(=O)Nc1ccc(cc1)N1C(SCC1=O)c1ccc(F)cc1	CHEMBL1407628
CC(=O)Nc1ccc(cc1)N1CC(CNC(=O)c2ccc(Cl)s2)OC1=O	CHEMBL3671241
CC(=O)Nc1ccc(cc1)S(=O)(=O)NNc1cc(F)cc(F)c1	CHEMBL3310862
CC(=O)Nc1ccc(oc1=O)-c1ccc2CCCCc2c1	CHEMBL3310189
CC(=O)Nc1ccc-2c(Cc3cc(NC(C)=O)ccc-23)c1	CHEMBL84749
CC(=O)Nc1ccc2c(c1)-c1ccc(NC(C)=O)cc1S2(=O)=O	CHEMBL66302
CC(=O)Nc1cccc(NC(=O)CSc2ccc(nn2)-c2ccccn2)c1	CHEMBL1390816
CC(=O)Nc1cccc(OCC2CN(C(=O)O2)c2ccccc2)c1	CHEMBL1094429
CC(=O)Nc1cccc(SC(CC(O)=O)c2cccnc2)c1	CHEMBL160874
CC(=O)Nc1cccc(c1)-c1ccnc2OC(Cc12)C(=O)NCc1cccnc1	CHEMBL2359951
CC(=O)Nc1cccc(c1)C(\C)=N\NC(=O)c1cccc(c1)S(=O)(=O)N1CCCC1	CHEMBL1881048
CC(=O)Nc1cccc(c1)C1CCN(CCCNc2nc3ccccc3n2Cc2ccc(OC(F)(F)F)cc2)CC1	CHEMBL1223885
CC(=O)Nc1cccc(c1)N1C(=O)CC(N2CCC(CC2)C(=O)N2CCCCC2)C1=O	CHEMBL1361212
CC(=O)Nc1cccc(c1)N1CCN(CC2CCN(CC2)S(=O)(=O)CC2CCCCC2)CC1	CHEMBL211012
CC(=O)Nc1cccc2c(cccc12)S(=O)(=O)Nc1onc(C)c1C	CHEMBL30199
CC(=O)Nc1ccccc1-c1nnn(CC(=O)Nc2ccc3OCCOc3c2)n1	CHEMBL1518178
CC(=O)Nc1nc(cs1)C1CN(C1)C(=O)C1CCC1	CHEMBL3448925
CC(=O)Nc1nc2cc(Cl)ccc2[nH]1	CHEMBL186575
CC(=O)OCC1=C(N2C(SC1)[C@@H](I)C2=O)C(=O)OC(c1ccccc1)c1ccccc1	CHEMBL326065
CC(=O)OC[C@H]1O[C@@H](Sc2nnc(-c3ccccc3)n2\N=C\c2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O	CHEMBL2347351
CC(=O)OC[C@]1(C)[C@H](CC[C@@]2(C)[C@H]1C[C@H](OC(=O)c1ccccc1I)[C@@]1(C)Oc3cc(oc(=O)c3[C@H](O)[C@H]21)-c1cccnc1)OC(C)=O	CHEMBL2334198
CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@@H](C[C@@H](O)[C@@]2(C)[C@@]11CO1)OC(C)=O	CHEMBL2251625
CC(=O)O[C@@H]1C[C@](C)(O)[C@@]23C[C@@H](C[C@H](OC(=O)\C=C\c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccoc1)C(C)(C)O3	CHEMBL1829527
CC(=O)O[C@H]1C(=O)C=COC=C1COC(=O)c1ccccc1	CHEMBL522552
CC(=O)O[C@H]1CC(C)(C)[C@]2(O)CCc3c(C)c4ccoc4cc3[C@@]2(C)[C@H]1OC(C)=O	CHEMBL458028
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)Oc4c5COC(=O)c5cc(O)c4C[C@H]23)C1(C)C	CHEMBL62448
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)[C@H](O)C#CCO)C(C)=C)C1(C)C	CHEMBL1253520
CC(=O)O[C@H]1C[C@H](O)[C@@]2(C)[C@@H]3[C@@H](O)C[C@@H]4C[C@@]3(CC(=O)[C@@H]2C1(C)C)C(=O)C4=C	CHEMBL1668470
CC(=O)O[C@H]1C[C@]2(C)CC[C@H](OC(=O)c3cccnc3)C(=C)[C@H]2[C@H](OC(C)=O)[C@@H]2CCC(C)=C1C2(C)C	CHEMBL1224200
CC(=O)O[C@H]1[C@H](C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)C(F)(F)F)OC(=O)c1ccccc1	CHEMBL394976
CC(=O)O[C@H]1[C@H](O)[C@@H](O)[C@@]2(C)[C@@H](CC[C@]3(C)C2=CC=C2[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@@]32C)C1(C)C	CHEMBL474064
CC(=O)O[C@]1(CCN2C[C@H](CC[C@@H]2C1)c1ccccc1Cl)c1ccccc1	CHEMBL1193737
CC(=O)O[C@]12CC[C@@H](OC[C@@H]3CC(=C)C(=O)O3)[C@@H]3Oc4c5c(C[C@H]1N(CC1CC1)CC[C@@]235)ccc4O	CHEMBL310785
CC(=O)Oc1c(OC(C)=O)c2ccccc2c(OC(C)=O)c1C1CCCC=C1	CHEMBL557135
CC(=O)Oc1cc(OC(C)=O)cc(\C=C\c2ccc(cc2)[N+]([O-])=O)c1	CHEMBL1172401
CC(=O)Oc1ccc(C2=NOC(C2)c2ccccc2)c(OC(C)=O)c1	CHEMBL2259735
CC(=O)Oc1ccc(F)cc1	CHEMBL452652
CC(=O)Oc1ccc(cc1)C(=O)[C@H]1[C@@H]2[C@H]([C@@H]3C=CC=NN13)C(=O)N(C2=O)c1ccc2ccccc2c1	CHEMBL1339328
CC(=O)Oc1cccc(C(=O)NCCCCN(CC(O)=O)C(=O)c2cccc(OC(C)=O)c2OC(C)=O)c1OC(C)=O	CHEMBL102743
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O	CHEMBL350343
CC(=O)Oc1ccccc1C1OC(=NN1C(C)=O)c1ccc2OCCOc2c1	CHEMBL1946375
CC(=O)Oc1nc2c(C(=O)C(C)=C(N3CC3)C2=O)n1C	CHEMBL366501
CC(=O)\C=C\Cc1c[nH]c2ccccc12	CHEMBL492000
CC(=O)c1c(C)nn(c1C)-c1ccccc1	CHEMBL2137557
CC(=O)c1ccc(NC(=O)C(\Cc2ccccn2)=N\NC(=O)C[N+](C)(C)C)cc1	CHEMBL1965946
CC(=O)c1ccc(N\N=C2/C(=O)Nc3cc(Cl)ccc3C2=O)cc1	CHEMBL2418263
CC(=O)c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O	CHEMBL482068
CC(=O)c1ccc(Oc2c3c(C)nn(C)c3nc3ccccc23)cc1	CHEMBL254720
CC(=O)c1ccc(cc1)-c1cc(ccn1)-c1cn(CC#N)nc1-c1cc(C)cc(O)c1	CHEMBL578659
CC(=O)c1ccc(cc1)-n1c(C)ccc1-c1ccc(F)cc1	CHEMBL442349
CC(=O)c1ccc(cc1)N1CCN(CC1)C(S)=Nc1cccc(F)c1	CHEMBL1574205
CC(=O)c1ccc(nc1)N1CCC(CC1)C(=O)N1C[C@H](c2ccc(Cl)cc2)[C@@](C)(COc2ccc(Cl)cn2)C1	CHEMBL3648212
CC(=O)c1ccc2OCCN(c3nc4CC(C)(C)NC(=O)c4s3)c2c1	CHEMBL469270
CC(=O)c1cccc(NC(=O)NNC(=O)CCC(=O)Nc2ccc(C)c(C)c2)c1	CHEMBL1527347
CC(=O)c1cccc(NC(=O)Nc2ccc3nc(C)cc(NC(=O)c4cccc(Cl)c4)c3c2)c1	CHEMBL512438
CC(=O)c1cccc(Nc2nc(nc3ccccc23)-c2cccc(C)c2)c1	CHEMBL1359251
CC(=O)c1cccc(OCCCN2CCN(CC2)C(=O)c2ccc(Cl)cc2)c1	CHEMBL2281561
CC(=O)c1cccc(c1)-c1cc(C(=O)Nc2nc3CCCc3s2)c(C)o1	CHEMBL1821920
CC(=O)c1cn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2F)c2ccccc12	CHEMBL3678732
CC(=O)c1cnc2ccc(cc2c1N[C@H]1CC[C@H](CN2CCC(N)C2)CC1)-c1cc(F)c(O)c(Cl)c1	CHEMBL3684149
CC(=O)c1csc(Nc2ccc(Br)cc2)n1	CHEMBL3134321
CC(=O)c1nn(-c2ccc(F)cc2)c2nc3nc(cc(-c4ccccc4)c3c(=O)n12)-c1cccs1	CHEMBL3288904
CC(C#CC[N+](C)(C)C)N(C(C)=O)C(C)=O	CHEMBL348172
CC(C#N)c1ccc(cc1)-n1c(C)nc2cnc3ccc(cc3c12)C#Cc1cccnc1	CHEMBL270638
CC(C(=O)N(C)C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cncnc12	CHEMBL3661620
