Molecule	Name
CC(=C)C#Cc1cc(CO)ccc1O	1'-Alcohol-4-Hydroxy-3-(3-methyl-3-buten-1-ynyl)benzoic acid enzoic acid
CC(=C)C(=Cc1ccc(O)cc1)C(C)(C)C=C	(E)-4-(4-hydroxybenzylidene)-3,3,5-trimethyl-1,5-hexadiene
CC(=C)C(=O)CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(O)CC21C	(20S)-3beta,6alpha,12beta20-tetrahydroxydammara-25-ene-24-one 20-O-beta-D-glucopyranoside
CC(=C)C(=O)CC[C@@]1(C)[C@H](Br)CC[C@@]2(C)C[C@@](O)(CC[C@H]12)[C@H]1Cc2cc(ccc2O1)C(O)=O	bromophycoic acid D
CC(=C)C(=O)OC1C2OC2(C)C2C3OC(=O)C(=C)C3CCC(C)=C12	3alpha,4alpha-Epoxy-2alpha-methacryloxykauniolide
CC(=C)C(=O)OC1CC(C)=C2C(C3OC(=O)C(=C)C13)C(C)=CC2=O	8beta-methacryloyloxyguaia-1(10),3,11(13)-trien-2-on-6alpha,12-olide
CC(=C)C(=O)OC1CC(C=O)=CCCC(CO)=CC2OC(=O)C(=C)C12	urospermal A-8-O-methacrylate
CC(=C)C(=O)O[C@@H]1CC(CO)=C[C@@H](O)CC(C)=C[C@H]2OC(=O)C(=C)[C@H]12	Eriofertopin
CC(=C)C(=O)O[C@H]1CC(=C)[C@@H]2[C@@H](O)[C@H](O)[C@](O)(CCl)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12	chlororepdiolide
CC(=C)C(=O)O[C@H]1CC(C)=C[C@]2(O)O[C@H]([C@H]3OC(=O)C(=C)[C@H]13)C(C)=C2	2-deethoxy-2-hydroxyphantomolin
CC(=C)C(=O)O[C@H]1C[C@@](CO)(C=C)[C@@H]([C@H]2OC(=O)C(=C)[C@H]12)C(=C)CO	(5S,6R,7R,8S,10R)-8-O-(2-methylene-propanoyloxy)-14,15-dihydroxy-elema-1,3,11(13)-triene-12,6-olide
CC(=C)C(C=C)C(O)C(=C)CO	5-Methyl-2-methylene-4-vinyl-5-hexene-1,3-diol
CC(=C)C(CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O)OO	floralginsenoside A
CC(=C)C(O)CCC(=CCCC(C)=CCCC(C)=CCc1cc(cc(O)c1O)C(O)=O)C(O)=O	(+/-)-3-[(2E,6E,10E)-11-carboxy-14-hydroxy-3,7,15-trimethyl-2,6,10,15-hexadecatetraenyl]-4,5-dihydroxybenzoic acid
CC(=C)C(O)CCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC21C	Gypenoside LXXI
CC(=C)C(O)CCC(C)=CC(CC(C)(O)C=C)OC1OC(CO)C(O)C(O)C1O	(5S,6E,10R)-5-beta-D-glucopyranosyloxy-3,10-dihydroxy-3,7,11-trimethyldodeca-1,5,11-triene
CC(=C)C1=C(O)C(=O)C2=C(C(O)CC3C(C)(C)CCCC23C)C1=O	horminone
CC(=C)C1CC23C(OC2(C)C(Br)C=C(Br)C3(C)C)O1	Laureacetal D
CC(=C)C1CC2C(CC1(C)C=C)OC(=O)C2CCC1=C2CC(C(C)=C)C(C)(CC2OC1=O)C=C	macrophyllidimer B
CC(=C)C1CC2OC1CC(C)=CCCC(C)=CCCC2(C)O	3,14-Epoxy-7,11,15-cembratrien-4-ol
CC(=C)C1CC2OC2(C)C(=O)C1	1,6-Epoxy-<i>p</i>-menth-8-en-2-one
CC(=C)C1CC=C2C(=CCC3(C)C(C(CCC(=C)C(C)(C)O)C(O)=O)C(O)CC23C)C1(C)CCC(O)=O	Poricoic acid D
CC(=C)C1CCC(=C)C(O)C1	<i>p</i>-Mentha-1(7),8-dien-2-ol
CC(=C)C1CCC(CO)=CC1	<i>p</i>-Mentha-1,8-dien-7-ol
CC(=C)C1CCC2(C)C1CCC1(C)CC=C(CC21)C(C)=O	Valparolone
CC(=C)C1CCC2(C)CC(O)C3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C12	15alpha-hydroxylup-20(29)-en-3-one
CC(=C)C1CCC2(C)CCC(=O)C(C)=C2C1	(-)-alpha-Cyperon
CC(=C)C1CCC2(C)CCC3(C)C(CCC4C5(C)C(CCC34C)C(C)(C)C(=O)CC5=O)C12	Lup-20(29)-en-1,3-dion
CC(=C)C1CCC2(C)CCC3(C)C4CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C12	lupeol
CC(=C)C1CCC2(C)CCC=C(C)C2(O)C1	3,11-Eudesmadien-5-ol
CC(=C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)C(O)CC(=O)C(C)(C)C5CCC34C)C12	1,28-Dihydroxy-20(29)-lupen-3-one
CC(=C)C1CCC23CCC(CC2C1(C)CCC(O)=O)C(CO)C3	17-Hydroxy-3,4-seco-4(18)-atisen-3-oic acid
CC(=C)C1CCC2=C(CCC3(C)C(C(CCC(=C)C(C)(C)O)C(O)=O)C(O)CC23C)C1(C)CCC(O)=O	(20xi)-16alpha,25-dihydroxy-3,4-seco-24-methyllanosta-4(28),8,24(241)-triene-3,21-dioic acid
CC(=C)C1CCC2=CC(OC2=O)C(C(C)=C)C(=O)C(O)=C(C)C(=O)C1O	Kallolide C
CC(=C)C1CCC2C3CCC4C5(C)CCC(O)C(=C)C5C(O)C(OC(=O)C=Cc5ccc(O)c(O)c5)C4(C)C3(C)CCC12C	(21alpha-H)-24-norneohopa-4(23),22(29)-diene-3beta,6beta,7beta-triol 7-caffeate
CC(=C)C1CCCC2(C)CCCC(C)(NC=O)C12	4alpha-formamidogorgon-11-ene
CC(=C)C1CNC(C1CC(O)=O)C(O)=O	Kainic acid
CC(=C)C1Cc2c(O1)ccc(O)c2C(C)=O	4-Acetyl-2,3-dihydro-5-hydroxy-2-isopropenylbenzofuran
CC(=C)C1Cc2cc3ccc(=O)oc3c(O)c2O1	Apiumetin
CC(=C)C1Oc2cc(O)c(cc2C1O)C(C)=O	5-Acetyl-2,3-dihydro-3,6-dihydroxy-2-isopropenylbenzofuran
CC(=C)C=CC12C3C=C(C)CC1(c1c3c(O)ccc1O)C(=O)C=CC2=O	Dehydromicrophyllone
CC(=C)C=CC[C@](C)(O)C=C	3,7-dimethyl-1,5,7-octatrien-3-ol
CC(=C)C=Cc1cc(C=CCO)ccc1O	Precolpuchol
CC(=C)C=Cc1cc(C=Cc2cc(O)cc(O)c2)ccc1O	3-isopentadienyl-4,3',5'-trihydroxystilbene
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O	betulonic acid
CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)[C@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]12	24-hydroxylupenone
CC(=C)[C@@H]1C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12	22beta-hydroxylup-12,20-dien-3-one
CC(=C)[C@@H]1C[C@H](O)[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12	2beta,3beta,22alpha-trihydroxy-lupane-20(29)-ene
CC(=C)c1cc2c(C)c3C(=O)c4ccccc4C(=O)c3cc2o1	4-Methyl-2-(1-methylethenyl)anthra[2,3-<i>b</i>]furan-5,10-dione
CC(=C)c1cc2c(O)c(ccc2o1)C(C)=O	Isoeuparin
CC(=C)c1cc2cc(C(C)=O)c(O)cc2o1	5-Acetyl-6-hydroxy-2-isopropenylbenzofuran
CC(=CC(=O)C1OC1(C)C)C1CCC2(C)C1CC(O)C1C2(C)CCC2C(C)(C)C3(O)CCC12CO3	cordialin A
CC(=CC(Cl)=O)C(Cl)=O	Dichloride-2-Methylbutenedioic acid
CC(=CC(O)=O)C1CC2C(C)(CCC3C(C)(C)CCCC23C)O1	Carterochaetic acid
CC(=CCCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)C(O)C4(C)C3CCC12C	1beta-hydroxy-20,22-didehydrotaxisterone
CC(=CCC[C@](C)(O)C=C)C(=O)OC(=O)c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@](O)(CO)[C@@H]2O)ccc1O	urenoside A
CC(=CCO)C(=O)C=CC(C)(C)OO	3,7-dimethyl-1-hydroxy-7-peroxy-octa-2E,5E-dien-4-one
CC(=CC[C@H]1OC1(C)C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]21C	24,25-epoxy-dammar-20-ene-3-one
CC(=C[C@@H](O)C[C@@](C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12)C(O)=O	lucidafuranocoumarin C
CC(=NO)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C	20-Oxime- Pregnane-3,20-dione
CC(=O)C(CC=C(C)C=C)C1(C)CCCC(C)(C)C1CC(O)=O	seco-athrixic acid
CC(=O)C(O)C=C(C(O)C(C)=O)C1CC2C(C)(CCC3C(C)(C)CCCC23C)O1	15,16-Di-Ac-(8alpha,12R,13E)-8,12-Epoxy-13-labdene-15,16-diol
CC(=O)C1(C)CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12	29(20???19)-Abeo-3-hydroxy-20-lupanone
CC(=O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CC(OC(=O)c3ccccc3)C12C	calotropone
CC(=O)C1=CC=C(C)CC1	1-(4-methyl-1,3-cyclohe4xadienyl)-1-ethanone
CC(=O)C1=Cc2cc(O)c(O)cc2C11OC(\C=C\c2ccc(O)c(O)c2)=CC1=O	Phelliribsin A
CC(=O)C1=c2oc3=C(C)C(=O)C(C)(C)C(=O)c3c2Oc2ccccc12	Psorothamnone A
CC(=O)C1C(O)CC2C3(C)CCC4C(C)(C)CCCC4(C)C3CC(=O)C2(C)C1C=O	16beta-hydroxy-24-methyl-12,24-dioxoscalaran-25-al
CC(=O)C1CC(O)C2C3CC(O)C4=CC(=O)CCC4(C)C3CCC12C	6beta,15alpha-Dihydroxy-progesteron
CC(=O)C1CC23CC1CCC2C1(C)CCCC(C)(CO)C1CC3	19-Hydroxy-17-methyl-17-kauranone
CC(=O)C1CCC2(O)C1(C)C(O)C(O)C1C3(C)CCC(O)C=C3CCC21O	Marsdenin
CC(=O)C1CCC2C1(C)CCC1C2(O)C=CC2=CC(=O)CCC12C	8-Hydroxypregna-4,6-diene-3,20-dione
CC(=O)C1CCC2C3C(CCC12C)C1(C)CCC(O)CC1=CC3=O	3-Hydroxypregn-5-ene-7,20-dione
CC(=O)C=C=C1C(C)(C)CC(CC1(C)O)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O	Cinnamoside
CC(=O)C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	(E)-5,9,14,18-tetramethyl-20-(2,6,6-trimethylcyclohexenyl)-3,5,7,9,11,13,15,17,19-icosanonaen-2-one
CC(=O)C=CC12OC1(C)CC(O)CC2(C)C	4-((1R,2S,4R)-1,2-epoxy-4-hydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-one
CC(=O)CC(O)CC(C)=C(C)CC(=O)C(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C#CC1=C(C)CC(CC1(C)C)OC(C)=O	crassostreaxanthin B 3-acetate
CC(=O)CC(c1cccc(O)c1)c1c(O)c2ccccc2oc1=O	3'-Hydroxy-warfarin
CC(=O)CCC(=O)C1(C)CC2C1CCC1(C)OC1CCC2=C	gibberosin A
CC(=O)CCC1=C(C)C(=O)OC1C1(C)C(=O)CCC1=O	1,4,10-Trioxo-1,10-seco-7(11)-pseudoguaien-12,6-olide
CC(=O)CCC1C(=C)CCC2C1(C)CCC1C(C)(C)CCCC21C=O	Luteone
CC(=O)CCCC(C)=CCCC(C)=CCOC(C)=O	oxocrinol acetate
CC(=O)CCCC1(C)CCC(CC1=O)C(C)(C)O	11-Hydroxy-4,5-secoeudesmane-4,5-dione
CC(=O)CCCC1CC=CC(=O)O1	(6R)-6-(4-oxopentyl)-5,6-dihydro-2H-pyran-2-one
CC(=O)CCCCCCCCCC1Cc2cc(O)cc(O)c2C(=O)O1	(3R)-6,8-dihydroxy-3-(10'-oxoundecyl)-3,4-dihydroisocoumarin
CC(=O)CCS(=O)(=O)C=C	Cladiosulfone
CC(=O)CC[C@@H]1C(=C)CC[C@H]2[C@@]1(C)CCC[C@@]2(C)C(O)=O	14,15-dinor-13-oxo-8(17)-labden-19-oic acid
CC(=O)CCc1ccc(OC2OC(COC(=O)C=Cc3ccccc3)C(O)C(O)C2OC(=O)c2cc(O)c(O)c(O)c2)cc1	4-(4'-hydroxyphenyl)-2-butanone 4'-O-beta-D-(2"-O-galloyl-6"-O-cinnamoyl)glucopyranoside
CC(=O)CCc1ccc(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)cc1	4-[4-(Tetra-O-acetyl-beta-D-glucopyranosyloxy)-phenyl]-butan-2-on
CC(=O)Cc1cc2c(cc1O)oc(C)cc2=O	Cassiachromone
CC(=O)Cc1ccc(O)c2C(=O)CC(C)(C)Oc12	2,3-Dihydro-5-hydroxy-2,2-dimethyl-8-(2-oxopropyl)-4<i>H</i>-1-benzopyran-4-one
CC(=O)N1C2C3C4CC5(O)N(CCC25c2ccccc12)CC4=CCOC3O	3-hydroxydiaboline
CC(=O)NC(CSc1c(Cl)cc(Cl)c(Cl)c1Cl)C(O)=O	N-Acetyl-S-(2,3,4,6-tetrachlor-phenyl)-L-cystein
CC(=O)NC1C(O)C(OC2OC(CO)C(O)C(O)C2O)C(CO)OC1OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O	beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)-<beta-D-Galp-(1->3)>-beta-D-Galp-(1->4)-D-Glc
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2NC(C)=O)C1O	N,N‘,N“,-Tri-Ac-2-Amino-2-deoxy-beta-D-galactopyranosyl-(1?4)-beta-D-galactopyranosyl-(1?4)-2-amino-2-deoxy-D-glucose
CC(=O)NCCC(N)C(O)=O	2,4-Diaminobutanoic acid,9CI-N4-Ac
CC(=O)NCCc1c2SCC(=O)Nc2c2nccc3c4ccccc4[nH]c1c23	debromoshermilamine A
CC(=O)NCCc1ccc(O)c(O)c1	N-(3,4-dihydroxy-phenethyl)-acetamide
CC(=O)N\C=C\SC1=C(N2C(C1)\C(=C(/C)CO)C2=O)C(O)=O	Asparenomycin C
CC(=O)Nc1ccc(C(O)=O)c(NC(C)=O)c1	2,4-Diaminobenzoic acid-2,4-N-Di-Ac
CC(=O)Nc1ccc(O)cc1SCC(N)C(O)=O	S-(1-Acetamido-4-hydroxyphenyl)cystein
CC(=O)Nc1ccccc1OS(O)(=O)=O	2-Acetamino-phenylschwefelsaeure
CC(=O)OC(C(O)C1CC=CC(=O)O1)c1ccccc1	(+)-goniodiol-8-monoacetate
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)CCC12C	cucurbitacin E
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)CCC12C	cucurbitacin E glucoside
CC(=O)OC(CC#N)c1ccccc1	(R)-2-cyano-1-phenylethyl acetate
CC(=O)OC(CCC(=C)C1C(CC2(C)C3CCC4C5(CC35CCC12C)CCC(=O)C4(C)C)OC(C)=O)C(C)=C	16,24-dihydroxy-cycloarta-20,25-dien-3-one diacetate
CC(=O)OC1(C)CCC2=C(C)CC3OC(=O)C(=C)C3CC12	Pseudoivalin-acetat
CC(=O)OC1(C)CCC2C(C)(CCCC2(C)C(O)=O)C1CCC(O)=O	8alpha-acetoxy-14,15,16-trinorlabdan-13-oic acid
CC(=O)OC1=C(c2cn(c3ccccc23)C(C)(C)C=C)C(=O)C(O)=C(c2cn(c3ccccc23)C(C)(C)C=C)C1=O	2,5-bis<1-(1,1-dimethyl-2-propenyl)-1H-indol-3-yl>-3-acetoxy-6-hydroxy-2,5-cyclohexadiene-1,4-dione
CC(=O)OC1=CC2(C)C3CC(=O)C4(C)CC3(CCC2C(C)(C)C1=O)C=C4	2-acetoxy-1,15-beyeradiene-3,12-dione
CC(=O)OC1C(=C)C2CC1(CC1OC(=O)C3(C)CCCC(C)(O)C13)C(=O)C=C2	15-Acetoxy - Wederegiolide
CC(=O)OC1C(=C)C2CC11C(OC(C)=O)C(OC(C)=O)C3C(C)(C)C(CCC3(C)C1C(=O)C2)OC(C)=O	Rabyuenname A
CC(=O)OC1C(=C)C2CC11C3CC4C5(C3NC3OC5CCC43C)C1CC2O	N-Deehyldehydrolucidusculine
CC(=O)OC1C(O)C(O)COC1OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CCC32C)C(O)=O)C1(C)CO	2'-O-acetyl-3-O-alpha-L-arabinopyranosyl-hederagenin
CC(=O)OC1C(O)COC(OC2CCC34CC33CCC5(C)C(C)(CCC5(O)C5(C)CCC(O5)C(C)(C)O)C3CC(OC3OC(CO)C(O)C(O)C3O)C4C2(C)C)C1OC(C)=O	astragaloside I
CC(=O)OC1C(OC(=O)c2ccccc2)C2(C)C(C(O)CC3C4(C)CCC(C4CCC23C)C(C)=C)C2(C)CCC(O)C(=C)C12	(3R,5aR,5bR,6R,7S,9S,11aR,12S,13bS)-7-(acetyloxy)icosahydro-9,12-dihydroxy-5a,5b,11a,13b-tetramethyl-8-methylidene-3-(prop-1-en-2-yl)-1H-cyclopenta[a]chrysen-6-yl benzoate
CC(=O)OC1C(OC(C)=O)C(C)(C)C2CC(O)C3(O)C(C(O)CC(C)(C=C)C3=O)C2(C)C1OC(=O)c1ccccc1	orthosiphol G
CC(=O)OC1C(OC(C)=O)C(C)=CC2OC(=O)C(C)(O)C2(O)C(OC(C)=O)C2C(C)(O)C(O)C=CC2(C)C1OC(C)=O	violide J
CC(=O)OC1C(OC(C)=O)C2(C)C(CC(=O)OC2c2ccoc2)C23OC4(C)OC12C12COC(=O)CC1C1(C)CC2(O4)C(O)(C1O)C3O	tabulalide J
CC(=O)OC1C(OC(C)=O)C2(C)C(OC(=O)C3OC23C2(C)C(OC(C)=O)C(OC(C)=O)C3C(C)(C=CC(=O)OC3(C)C)C12)c1ccoc1	Perforin A
CC(=O)OC1C(OC(C)=O)C2C(C)(C)CCCC2(C)C2Cc3occc3C(=C)C12	Di-Ac-(6alpha,7beta)-14(17)-Vouacapene-6,7-diol
CC(=O)OC1C(OC(C)=O)c2c(OC(C)=O)cc(OC(C)=O)cc2OC1c1ccc(OC(C)=O)cc1	Penta-Ac-(-)-3,4,4',5,7-Pentahydroxyflavan
CC(=O)OC1C(Oc2ccc(C=CC(O)=O)cc2)OC(COC(=O)C=Cc2ccc(O)cc2)C(O)C1O	4-O-(2-O-acetyl-6-O-p-coumaroyl-beta-D-glucopyranosyl)-p-coumaric acid
CC(=O)OC1C(Oc2ccc3ccc(=O)oc3c2-c2c(O)ccc3ccc(=O)oc23)OC(CO)C(O)C1O	7-[(2-O-acetyl-beta-glucopyranosyl)oxy]-7'-hydroxy-[8,8'-bi-2H-1-benzopyran]-2,2'-dione
CC(=O)OC1C2C(CC(=C)C3(O)CCC(=C)C13)OC(=O)C2=C	6alpha-acetoxy-1beta-hydroxyguaia-4(15),10(14),11(13)-trien-8alpha,12-olide
CC(=O)OC1C2C(OC(=O)C2=C)C2=C(C)C(O)CC2C(C)(O)C1O	9-O-deacetylanthemolide D
CC(=O)OC1C2CC(OC(C)=O)C3(C)C(OC(=O)C=Cc4ccccc4)C(O)CC(C)(O)C13OC2(C)C	1alpha-cinnamoyloxy-6beta,9beta-diacetoxy-2beta,4beta-dihydroxydihydro-beta-agarofuran
CC(=O)OC1C2CC3(OC2(C)C)C(C)(O)C(OC(=O)c2ccccc2)C(OC(C)=O)C(OC(=O)c2cccnc2)C3(C)C1OC(=O)c1ccccc1	(1R,2S,3S,4S,5R,7S,8S,9R,10R)-2,8-diacetoxy-3,9-dibenzoyloxy-1-nicotinoyloxy-4-hydroxydihydro-beta-agarofuran
CC(=O)OC1C2CCC3C1(C(CC1C(C)(C)C(CCC31C)OC(C)=O)OC(C)=O)C(=O)C2=C	(3beta,7alpha,14beta)-3,7,14-tris(acetyloxy)-ent-kaur-16-en-15-one
CC(=O)OC1C2CCOC3OCC(OC(C)=O)(C1OC(C)=O)C23	(1R,5R,6S,7R,8S,11S)-6,7,8-Triacetoxy-2,10-dioxatricyclo<6.2.1.05,11>undecan
CC(=O)OC1C2OC(=O)C(=C)C2C(CC2(C)OC(=CC2=O)C1(O)CO)OC(=O)C(C)=C	1-Keto-3,10-epoxy-8β-O-methacryloyl-4,15-dihydroxy-5-acetoxy-2,11-germacradiene,6α,12-olide
CC(=O)OC1C2OC2(CC=C(C)CCC=C(C)CCC=C(C)CO)C(=O)C=C1CO	1-hydroxyyanuthone C
CC(=O)OC1C2OC22C3CCC4(O)CC(O)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1	3beta,5-Dihydroxy-14,15beta-epoxy-16beta-acetoxy-5beta,14beta-card-20(22)-enolid
CC(=O)OC1C=C(C)C2(O)CC3OC3(C)C2C2OC(=O)C(=C)C12	8alpha-acetoxy-1alpha-hydroxy-3alpha,4alpha-epoxy-5alpha,7alphaH-9,11(13)-guaiadien-12,6alpha-olide
CC(=O)OC1C=C(C)C2C3OC(=O)C(=C)C3C(O)C(OC(C)=O)C(C)(O)C12	(1S*,2R*,5R*,6R*,7S*,8R*,9R*10S*)-2,9-diacetoxy-8,10-dihydroxyguaia-3,11(13)-diene-6,12-olide
CC(=O)OC1C=C(C=O)C(O)(C=O)C2(C)CCCC(C)(C)C12	cinnamodial
CC(=O)OC1C=CC(C)(O)C2C(OC(C)=O)C34OC3(C)C(=O)OC4C=C(C)CCC(OC(C)=O)C12C	2,9-diacetyl-2-debutyrylstecholide H
CC(=O)OC1C=CC(OC(=O)c2ccccc2)C(OC(C)=O)C1(O)COC(=O)c1ccccc1	Zeylenyl Diacetate
CC(=O)OC1C=CC2(C)CCC3C(OC(=O)C3=C)C2C1=C	3alpha-acetoxyeudesma-1,4(15),11(13)-trien-12,6alpha-olide
CC(=O)OC1CC(=C)CCC2CCC3=C(C(O)(CC(C)=C1)OC3=O)C2(C)C	(+)-(1betaH,7E)-6-beta-acetoxy-10-hydroxyverticilla-4(18),7,11-triene-10,12-gamma-lactone
CC(=O)OC1CC(=C)OC(C)(C)C2CC(=O)C3(C)C(CCC(C)(C(OC4OC(CO)C(O)C(O)C4O)c4ccoc4)C33OC3C(O)=O)C12C	nomilin 17-O-beta-D-glucopyranoside
CC(=O)OC1CC(=O)OC2CC(CC(O)C(Cl)=CCC=C1C)OC2C(O)C=C(C)CC(O)=O	haterumalide ND
CC(=O)OC1CC(C)(C)C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)C(=O)C(CC2(C)C)OC(C)=O)=C(C)C1=O	(3S,3'R)-Astaxanthindiacetat
CC(=O)OC1CC(C)(C)C2CCC(=C)C(CCC(C)=CC(O)=O)C2(C)C1	2beta-acetoxylabda-8(17),13Z-dien-15-oic acid
CC(=O)OC1CC(C)(O)C2CC=C(C)C2C2OC(=O)C(=C)C12	cumambrin A
CC(=O)OC1CC(C)=CC2OC(=O)C(CO)=C2C(O)CC(C)=C1	2beta-acetoxy-8alpha,13-dihydroxygermacra-1(10),4,7(11)-trien-6alpha,12-olide
CC(=O)OC1CC(C)=CCCC2(C)OC2CC2(C)CCC(C12)C(C)(C)OC(C)=O	10R,18-diacetoxy-3S,4S-epoxydolabell-7E-ene
